CODIGO_UNIDADE;NOME_UNIDADE;DT_AUTORIZA_FUNCIONA_UNID;NOME_REGIAO_UNIDADE;SIGLA_UF_UNIDADE;NOME_MUNICIPIO_UNIDADE;NOME_MESORREGIAO_UNIDADE;NOME_MICRORREGIAO_UNIDADE
14171;INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS MONTES CLAROS;07-01-2009;Sudeste;MG;Montes Claros;Norte de Minas;Montes Claros
30702;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CAMPUS PATOS DE MINAS;23-04-2013;Sudeste;MG;Patos de Minas;Triângulo Mineiro/Alto Paranaíba;Patos de Minas
32022;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CAMPUS AVANÇADO CARMO DE MINAS;22-01-2014;Sudeste;MG;Carmo de Minas;Sul/Sudoeste de Minas;São Lourenço
13561;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNED CURVELO;11-02-2010;Sudeste;MG;Curvelo;Central Mineira;Curvelo
42124;INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS CAMPUS DIAMANTINA;30-12-2013;Sudeste;MG;Diamantina;Jequitinhonha;Diamantina
12566;UNIVERSIDADE FEDERAL DE VIÇOSA - CENTRO DE ENSINO E DESENVOLVIMENTO AGRÁRIO DA UFV;26-05-1948;Sudeste;MG;Florestal;Metropolitana de Belo Horizonte;Pará de Minas
32027;INSTITUTO FEDERAL DA PARAÍBA CAMPUS CATOLÉ DO ROCHA;20-01-2014;Nordeste;PB;Catolé do Rocha;Sertão Paraibano;Catolé do Rocha
32029;INSTITUTO FEDERAL DA PARAÍBA CAMPUS ESPERANÇA;20-01-2014;Nordeste;PB;Esperança;Agreste Paraibano;Esperança
20808;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS GUARABIRA;19-07-2011;Nordeste;PB;Guarabira;Agreste Paraibano;Guarabira
3567;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS PICUÍ;07-01-2009;Nordeste;PB;Picuí;Borborema;Seridó Oriental Paraibano
3566;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS PRINCESA ISABEL;07-01-2009;Nordeste;PB;Princesa Isabel;Sertão Paraibano;Serra do Teixeira
42347;INSTITUTO FEDERAL DA PARAÍBA CAMPUS SANTA RITA;20-01-2014;Nordeste;PB;Santa Rita;Mata Paraibana;João Pessoa
32118;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS CABO DE SANTO AGOSTINHO;07-10-2013;Nordeste;PE;Cabo de Santo Agostinho;Metropolitana de Recife;Suape
14103;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS CARUARU;07-01-2009;Nordeste;PE;Caruaru;Agreste Pernambucano;Vale do Ipojuca
20415;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS - CAMPUS SANTOS DUMONT;29-12-2008;Sudeste;MG;Santos Dumont;Zona da Mata;Juiz de Fora
2995;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS SÃO JOÃO EVANGELISTA;07-01-2009;Sudeste;MG;São João Evangelista;Vale do Rio Doce;Guanhães
12877;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO - CENTRO DE FORMAÇÃO ESPECIAL EM SAÚDE DA UFTM;29-06-1990;Sudeste;MG;Uberaba;Triângulo Mineiro/Alto Paranaíba;Uberaba
42736;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CAMPUS AVANÇADO UBERABA PARQUE TECNOLÓGICO;22-01-2014;Sudeste;MG;Uberaba;Triângulo Mineiro/Alto Paranaíba;Uberaba
31981;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS AVANÇADO DIAMANTINO;22-01-2014;Centro-Oeste;MT;Diamantino;Norte Mato-grossense;Parecis
31284;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS PRIMAVERA DO LESTE;08-10-2013;Centro-Oeste;MT;Primavera do Leste;Sudeste Mato-grossense;Primavera do Leste
2914;INSTITUTO FEDERAL DO PARÁ - CAMPUS BELÉM;30-12-2008;Norte;PA;Belém;Metropolitana de Belém;Belém
2919;INSTITUTO FEDERAL DO PARÁ - CAMPUS MARABÁ INDUSTRIAL;07-01-2009;Norte;PA;Marabá;Sudeste Paraense;Marabá
3093;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - CAMPUS CURITIBA U;04-07-1978;Sul;PR;Curitiba;Metropolitana de Curitiba;Curitiba
3182;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - CAMPUS DOIS VIZINHOS;04-09-2003;Sul;PR;Dois Vizinhos;Sudoeste Paranaense;Francisco Beltrão
43385;INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO GOIOERÊ;18-06-2012;Sul;PR;Goioerê;Centro Ocidental Paranaense;Goioerê
13775;INSTITUTO FEDERAL DO PARANÁ - CAMPUS IVAIPORÃ;28-12-2008;Sul;PR;Ivaiporã;Norte Central Paranaense;Ivaiporã
3383;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - CAMPUS PATO BRANCO;07-10-2005;Sul;PR;Pato Branco;Sudoeste Paranaense;Pato Branco
32132;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS JABOATÃO DOS GUARARAPES;29-12-2008;Nordeste;PE;Jaboatão dos Guararapes;Metropolitana de Recife;Recife
32042;INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO - CAMPUS SERRA TALHADA;06-01-2009;Nordeste;PE;Serra Talhada;Sertão Pernambucano;Pajeú
2860;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS VITÓRIA DE SANTO ANTÃO;07-01-2009;Nordeste;PE;Vitória de Santo Antão;Mata Pernambucana;Vitória de Santo Antão
13291;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS ANGICAL DO PIAUÍ;07-01-2009;Nordeste;PI;Angical do Piauí;Centro-Norte Piauiense;Médio Parnaíba Piauiense
20429;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS PEDRO II;29-12-2008;Nordeste;PI;Pedro II;Centro-Norte Piauiense;Campo Maior
2920;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS TERESINA CENTRAL;07-01-2009;Nordeste;PI;Teresina;Centro-Norte Piauiense;Teresina
4243;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS TERESINA ZONA SUL;07-01-2009;Nordeste;PI;Teresina;Centro-Norte Piauiense;Teresina
31963;INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO BARRACÃO;18-06-2012;Sul;PR;Barracão;Sudoeste Paranaense;Francisco Beltrão
13802;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS PORTO ALEGRE RESTINGA;29-12-2008;Sul;RS;Porto Alegre;Metropolitana de Porto Alegre;Porto Alegre
12739;UNIVERSIDADE FEDERAL DE SANTA MARIA - COLÉGIO TÉCNICO INDUSTRIAL DA UNIVERSIDADE FEDERAL DE SANTA MARIA;11-10-1967;Sul;RS;Santa Maria;Centro Ocidental Rio-grandense;Santa Maria
13478;INSTITUTO FEDERAL FARROUPILHA - CAMPUS SANTA ROSA;07-01-2009;Sul;RS;Santa Rosa;Noroeste Rio-grandense;Santa Rosa
42149;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS BELFORD ROXO;30-12-2013;Sudeste;RJ;Belford Roxo;Metropolitana do Rio de Janeiro;Rio de Janeiro
3232;INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO;07-01-2009;Sudeste;RJ;Cabo Frio;Baixadas;Lagos
3010;INSTITUTO FEDERAL FLUMINENSE - CAMPUS CAMPOS GUARUS;07-01-2009;Sudeste;RJ;Campos dos Goytacazes;Norte Fluminense;Campos dos Goytacazes
3231;INSTITUTO FEDERAL FLUMINENSE - CAMPUS ITAPERUNA;06-01-2009;Sudeste;RJ;Itaperuna;Noroeste Fluminense;Itaperuna
2943;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS PARACAMBI;07-01-2009;Sudeste;RJ;Paracambi;Metropolitana do Rio de Janeiro;Vassouras
31977;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS AVANÇADO RESENDE;29-12-2008;Sudeste;RJ;Resende;Sul Fluminense;Vale do Paraíba Fluminense
1699;COLÉGIO PEDRO II - CAMPUS CENTRO;17-11-2008;Sudeste;RJ;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro
2964;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS IPANGUAÇU;29-06-2006;Nordeste;RN;Ipanguaçu;Oeste Potiguar;Vale do Açu
2959;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS NATAL CENTRAL;07-01-2009;Nordeste;RN;Natal;Leste Potiguar;Natal
2926;INSTITUTO FEDERAL DE RONDÔNIA - CAMPUS COLORADO DO OESTE;07-01-2009;Norte;RO;Colorado do Oeste;Leste Rondoniense;Colorado do Oeste
13776;INSTITUTO FEDERAL DE RONDÔNIA - CAMPUS VILHENA;29-12-2008;Norte;RO;Vilhena;Leste Rondoniense;Vilhena
2932;INSTITUTO FEDERAL FARROUPILHA - CAMPUS ALEGRETE;07-01-2009;Sul;RS;Alegrete;Sudoeste Rio-grandense;Campanha Ocidental
13827;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS BAGÉ;07-01-2009;Sul;RS;Bagé;Sudoeste Rio-grandense;Campanha Meridional
2938;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS CANOAS;07-01-2009;Sul;RS;Canoas;Metropolitana de Porto Alegre;Porto Alegre
32015;INSTITUTO FEDERAL DE SERGIPE CAMPUS TOBIAS BARRETO;22-01-2014;Nordeste;SE;Tobias Barreto;Agreste Sergipano;Tobias Barreto
20388;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS AVARÉ;02-02-2011;Sudeste;SP;Avaré;Bauru;Avaré
14034;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS BARRETOS;30-12-2008;Sudeste;SP;Barretos;Ribeirão Preto;Barretos
14033;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS BIRIGUI;30-12-2008;Sudeste;SP;Birigui;Araçatuba;Birigui
14311;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS CAPIVARI;02-02-2010;Sudeste;SP;Capivari;Piracicaba;Piracicaba
42488;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS AVANÇADO VERANÓPOLIS;30-12-2013;Sul;RS;Veranópolis;Nordeste Rio-grandense;Caxias do Sul
3028;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS ARARANGUÁ;07-01-2009;Sul;SC;Araranguá;Sul Catarinense;Araranguá
20426;INSTITUTO FEDERAL CATARINENSE - CAMPUS BLUMENAU;29-12-2008;Sul;SC;Blumenau;Vale do Itajaí;Blumenau
31328;INSTITUTO FEDERAL CATARINENSE CAMPUS BRUSQUE;07-10-2013;Sul;SC;Brusque;Vale do Itajaí;Blumenau
14261;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS JARAGUÁ DO SUL RAU;07-01-2009;Sul;SC;Jaraguá do Sul;Norte Catarinense;Joinville
14258;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS PALHOÇA;07-01-2009;Sul;SC;Palhoça;Grande Florianópolis;Florianópolis
31324;INSTITUTO FEDERAL DE SANTA CATARINA CAMPUS SÃO CARLOS;07-01-2009;Sul;SC;São Carlos;Oeste Catarinense;Chapecó
20570;INSTITUTO FEDERAL CATARINENSE - CAMPUS SÃO FRANCISCO DO SUL;28-02-2011;Sul;SC;São Francisco do Sul;Norte Catarinense;Joinville
2981;INSTITUTO FEDERAL DE SERGIPE - CAMPUS ARACAJU;07-01-2009;Nordeste;SE;Aracaju;Leste Sergipano;Aracaju
14552;INSTITUTO FEDERAL DE ALAGOAS - CAMPUS SANTANA DO IPANEMA;06-07-2010;Nordeste;AL;Santana do Ipanema;Sertão Alagoano;Santana do Ipanema
2897;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS COARI;07-01-2009;Norte;AM;Coari;Centro Amazonense;Coari
2893;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS MANAUS DISTRITO INDUSTRIAL;07-01-2009;Norte;AM;Manaus;Centro Amazonense;Manaus
13783;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS MAUÉS;29-12-2008;Norte;AM;Maués;Centro Amazonense;Parintins
31999;INSTITUTO FEDERAL BAIANO CAMPUS ALAGOINHAS;22-01-2014;Nordeste;BA;Alagoinhas;Nordeste Baiano;Alagoinhas
2946;INSTITUTO FEDERAL BAIANO - CAMPUS CATU;07-01-2009;Nordeste;BA;Catu;Metropolitana de Salvador;Catu
20101;INSTITUTO FEDERAL DA BAHIA - CAMPUS JACOBINA;29-12-2009;Nordeste;BA;Jacobina;Centro Norte Baiano;Jacobina
2880;INSTITUTO FEDERAL DA BAHIA - CAMPUS PORTO SEGURO;07-01-2009;Nordeste;BA;Porto Seguro;Sul Baiano;Porto Seguro
14548;INSTITUTO FEDERAL DE ALAGOAS - CAMPUS PENEDO;06-07-2010;Nordeste;AL;Penedo;Leste Alagoano;Penedo
32230;INSTITUTO FEDERAL GOIANO CAMPUS POSSE;29-12-2008;Centro-Oeste;GO;Posse;Leste Goiano;Vão do Paranã
3509;INSTITUTO FEDERAL DE GOIÁS - CAMPUS URUAÇU;28-12-2008;Centro-Oeste;GO;Uruaçu;Norte Goiano;Porangatu
2907;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS SÃO RAIMUNDO DAS MANGABEIRAS;07-01-2009;Nordeste;MA;São Raimundo das Mangabeiras;Sul Maranhense;Chapadas das Mangabeiras
2863;INSTITUTO FEDERAL DA BAHIA - CAMPUS SIMÕES FILHO;07-01-2009;Nordeste;BA;Simões Filho;Metropolitana de Salvador;Salvador
2951;INSTITUTO FEDERAL BAIANO - CAMPUS URUÇUCA;07-01-2009;Nordeste;BA;Uruçuca;Sul Baiano;Ilhéus-Itabuna
20435;INSTITUTO FEDERAL DO CEARÁ - CAMPUS CAUCAIA;29-12-2008;Nordeste;CE;Caucaia;Metropolitana de Fortaleza;Fortaleza
42049;INSTITUTO FEDERAL DO CEARÁ CAMPUS AVANÇADO GUARAMIRANGA;31-12-2013;Nordeste;CE;Guaramiranga;Norte Cearense;Baturité
20568;INSTITUTO FEDERAL DE BRASÍLIA - CAMPUS RIACHO FUNDO;15-07-2011;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
3519;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS ARACRUZ;10-06-2008;Sudeste;ES;Aracruz;Litoral Norte Espírito-santense;Linhares
3521;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS LINHARES;10-06-2008;Sudeste;ES;Linhares;Litoral Norte Espírito-santense;Linhares
22587;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS MONTANHA;30-12-2008;Sudeste;ES;Montanha;Litoral Norte Espírito-santense;Montanha
13839;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS PIÚMA;07-01-2009;Sudeste;ES;Piúma;Central Espírito-santense;Guarapari
13791;INSTITUTO FEDERAL DE GOIÁS - CAMPUS ANÁPOLIS;28-02-2012;Centro-Oeste;GO;Anápolis;Centro Goiano;Anápolis
13793;INSTITUTO FEDERAL DE GOIÁS - CAMPUS FORMOSA;28-10-2008;Centro-Oeste;GO;Formosa;Leste Goiano;Entorno de Brasília
32228;INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO HIDROLÂNDIA;30-12-2013;Centro-Oeste;GO;Hidrolândia;Centro Goiano;Goiânia
3000;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CAMPUS MUZAMBINHO;07-01-2009;Sudeste;MG;Muzambinho;Sul/Sudoeste de Minas;São Sebastião do Paraíso
3046;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNED NEPOMUCENO;07-01-2009;Sudeste;MG;Nepomuceno;Campo das Vertentes;Lavras
14172;INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS PIRAPORA;07-01-2009;Sudeste;MG;Pirapora;Norte de Minas;Pirapora
2957;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS - CAMPUS BARBACENA;07-01-2009;Sudeste;MG;Barbacena;Campo das Vertentes;Barbacena
2994;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS CONGONHAS;07-01-2009;Sudeste;MG;Congonhas;Metropolitana de Belo Horizonte;Conselheiro Lafaiete
42109;INSTITUTO FEDERAL DE MINAS GERAIS CAMPUS AVANÇADO IPATINGA;30-12-2013;Sudeste;MG;Ipatinga;Vale do Rio Doce;Ipatinga
534;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - ESCOLA TÉCNICA DE SAÚDE DE CAJAZEIRAS DA UFCG;15-12-1996;Nordeste;PB;Cajazeiras;Sertão Paraibano;Cajazeiras
2813;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS CAMPINA GRANDE;07-01-2009;Nordeste;PB;Campina Grande;Agreste Paraibano;Campina Grande
14106;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS AFOGADOS DA INGAZEIRA;07-01-2009;Nordeste;PE;Afogados da Ingazeira;Sertão Pernambucano;Pajeú
2857;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS BARREIROS;07-01-2009;Nordeste;PE;Barreiros;Mata Pernambucana;Mata Meridional Pernambucana
3045;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNED TIMÓTEO;07-01-2009;Sudeste;MG;Timóteo;Vale do Rio Doce;Ipatinga
3044;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNED VARGINHA;07-01-2009;Sudeste;MG;Varginha;Sul/Sudoeste de Minas;Varginha
21449;UNIVERSIDADE FEDERAL DO MATO GROSSO DO SUL CENTRO DE CAPACITAÇÃO EM SAÚDE E AMBIENTE ;19-09-2003;Centro-Oeste;MS;Campo Grande;Centro Norte de Mato Grosso do Sul;Campo Grande
13891;INSTITUTO FEDERAL DO MATO GROSSO DO SUL - CAMPUS TRÊS LAGOAS;08-07-2010;Centro-Oeste;MS;Três Lagoas;Leste de Mato Grosso do Sul;Três Lagoas
3483;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS CAMPO NOVO DO PARECIS;07-01-2009;Centro-Oeste;MT;Campo Novo do Parecis;Norte Mato-grossense;Parecis
13780;INSTITUTO FEDERAL DO PARANÁ - CAMPUS IRATI;28-12-2008;Sul;PR;Irati;Sudeste Paranaense;Irati
13772;INSTITUTO FEDERAL DO PARANÁ - CAMPUS JACAREZINHO;28-12-2008;Sul;PR;Jacarezinho;Norte Pioneiro Paranaense;Jacarezinho
23464;INSTITUTO FEDERAL DO PARANÁ CAMPUS PITANGA;18-06-2012;Sul;PR;Pitanga;Centro-Sul Paranaense;Pitanga
32364;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS IGARASSU;22-01-2014;Nordeste;PE;Igarassu;Metropolitana de Recife;Itamaracá
2873;INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO - CAMPUS PETROLINA;07-01-2009;Nordeste;PE;Petrolina;São Francisco Pernambucano;Petrolina
31992;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS COCAL;22-01-2014;Nordeste;PI;Cocal;Norte Piauiense;Litoral Piauiense
13293;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS CORRENTE;07-01-2009;Nordeste;PI;Corrente;Sudoeste Piauiense;Chapadas do Extremo Sul Piauiense
2922;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS PICOS;07-01-2009;Nordeste;PI;Picos;Sudeste Piauiense;Picos
31994;INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO PIO IX;22-01-2014;Nordeste;PI;Pio IX;Sudeste Piauiense;Pio IX
31991;INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO DIRCEU ARCOVERDE;22-01-2014;Nordeste;PI;Teresina;Centro-Norte Piauiense;Teresina
13800;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS FARROUPILHA;29-12-2008;Sul;RS;Farroupilha;Nordeste Rio-grandense;Caxias do Sul
13799;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS FELIZ;29-12-2008;Sul;RS;Feliz;Metropolitana de Porto Alegre;Montenegro
12748;INSTITUTO FEDERAL FARROUPILHA - CAMPUS FREDERICO WESTPHALEN;23-07-1957;Sul;RS;Frederico Westphalen;Noroeste Rio-grandense;Frederico Westphalen
13798;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS IBIRUBÁ;29-12-2008;Sul;RS;Ibirubá;Noroeste Rio-grandense;Cruz Alta
42048;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS LAJEADO;31-12-2013;Sul;RS;Lajeado;Centro Oriental Rio-grandense;Lajeado-Estrela
20455;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ROLANTE;29-12-2008;Sul;RS;Rolante;Metropolitana de Porto Alegre;Gramado-Canela
23466;INSTITUTO FEDERAL DO PARANÁ CAMPUS UNIÃO DA VITÓRIA;18-06-2012;Sul;PR;União da Vitória;Sudeste Paranaense;União da Vitória
3011;INSTITUTO FEDERAL FLUMINENSE - CAMPUS MACAÉ;07-01-2009;Sudeste;RJ;Macaé;Norte Fluminense;Macaé
3583;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - UNED NOVA FRIBURGO;09-06-2008;Sudeste;RJ;Nova Friburgo;Centro Fluminense;Nova Friburgo
3006;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS PINHEIRAL;07-01-2009;Sudeste;RJ;Pinheiral;Sul Fluminense;Vale do Paraíba Fluminense
3064;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - UNED MARIA DA GRAÇA;07-01-2009;Sudeste;RJ;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro
20450;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - UNED VALENÇA;29-12-2008;Sudeste;RJ;Valença;Sul Fluminense;Barra do Piraí
42053;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE CAMPUS AVANÇADO LAJES;31-12-2013;Nordeste;RN;Lajes;Central Potiguar;Angicos
13016;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS MACAU;28-07-2009;Nordeste;RN;Macau;Central Potiguar;Macau
3633;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - ESCOLA DE ENFERMAGEM DA UFRN;09-01-1964;Nordeste;RN;Natal;Leste Potiguar;Natal
20414;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS NOVA CRUZ;29-12-2008;Nordeste;RN;Nova Cruz;Agreste Potiguar;Agreste Potiguar
13768;INSTITUTO FEDERAL DE RONDÔNIA - CAMPUS CACOAL;29-12-2008;Norte;RO;Cacoal;Leste Rondoniense;Cacoal
32051;INSTITUTO FEDERAL DE RONDÔNIA CAMPUS GUAJARÁMIRIM;28-12-2008;Norte;RO;Guajará-Mirim;Madeira-Guaporé;Guajará-Mirim
2812;INSTITUTO FEDERAL DE RORAIMA - CAMPUS NOVO PARAÍSO;18-12-2006;Norte;RR;Caracaraí;Sul de Roraima;Caracaraí
30857;INSTITUTO FEDERAL DE SÃO PAULO CAMPUS CAMPINAS;02-07-2012;Sudeste;SP;Campinas;Campinas;Campinas
2830;INSTITUTO FEDERAL CATARINENSE - CAMPUS CONCÓRDIA;07-01-2009;Sul;SC;Concórdia;Oeste Catarinense;Concórdia
14256;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS CRICIÚMA;07-01-2009;Sul;SC;Criciúma;Sul Catarinense;Criciúma
32008;INSTITUTO FEDERAL CATARINENSE CAMPUS AVANÇADO SOMBRIO;22-01-2014;Sul;SC;Sombrio;Sul Catarinense;Araranguá
13699;INSTITUTO FEDERAL CATARINENSE - CAMPUS VIDEIRA;06-01-2010;Sul;SC;Videira;Oeste Catarinense;Joaçaba
14357;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS PRESIDENTE EPITÁCIO;03-12-2010;Sudeste;SP;Presidente Epitácio;Presidente Prudente;Presidente Prudente
14037;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS SUZANO;30-12-2008;Sudeste;SP;Suzano;Metropolitana de São Paulo;Mogi das Cruzes
2970;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS PALMAS;06-01-2009;Norte;TO;Palmas;Oriental do Tocantins;Porto Nacional
